fecha,producto,cantidad_vendida,monto_venta,clientes,tienda
2024-01-01,alfiler,6,1354.07,639,11
2024-01-01,alfiler,7,6086.25,631,44
2024-01-01,reloj,5,2579.58,623,40
2024-01-01,dije,5,1100.52,653,20
2024-01-01,gemelos,6,5136.79,631,29
2024-01-01,gemelos,5,2056.2,659,2
2024-01-01,anillo,4,523.76,652,5
2024-01-01,reloj,6,875.7,658,26
2024-01-01,anillo,7,3140.54,658,33
2024-01-01,pulsera,5,1214.5,622,29
2024-01-01,reloj,7,4088.14,583,9
2024-01-01,anillo,7,3325.88,640,44
2024-01-01,anillo,6,4425.29,629,37
2024-01-01,cadena,6,3927.15,617,25
2024-01-01,dije,5,747.49,630,25
2024-01-01,dije,7,6252.59,678,34
2024-01-01,gemelos,6,3203.3,628,42
2024-01-02,aros,7,2588.08,667,14
2024-01-02,cadena,6,5271.45,619,30
2024-01-02,gemelos,7,3396.53,644,34
2024-01-02,gemelos,6,1646.5,639,7
2024-01-02,dije,7,4229.9,616,12
2024-01-02,alfiler,6,1607.67,649,43
2024-01-02,dije,7,1775.84,645,31
2024-01-02,anillo,6,2896.24,668,10
2024-01-02,broche,6,732.53,655,41
2024-01-02,aros,6,5556.42,614,27
2024-01-02,pulsera,8,3158.66,652,42
2024-01-02,gemelos,6,4950.44,666,5
2024-01-02,reloj,7,4778.32,633,42
2024-01-03,dije,5,2368.34,616,1
2024-01-03,reloj,6,5808.8,648,1
2024-01-03,broche,5,3555.2,643,33
2024-01-03,cadena,4,3427.26,645,9
2024-01-03,collar,7,5472.51,643,38
2024-01-03,aros,6,4189.08,646,6
2024-01-03,broche,7,6541.82,661,4
2024-01-03,reloj,7,1165.22,677,30
2024-01-03,broche,6,3586.27,639,23
2024-01-03,collar,4,2976.28,632,15
2024-01-03,pulsera,6,5705.39,666,27
2024-01-03,dije,6,3692.3,636,25
2024-01-03,dije,6,1877.07,649,20
2024-01-03,pulsera,6,5005.95,636,37
2024-01-03,gemelos,6,3450.6,655,14
2024-01-03,broche,7,6430.18,629,13
2024-01-03,broche,6,2254.2,668,28
2024-01-03,reloj,7,4038.56,654,40
2024-01-03,gemelos,5,2067.95,627,38
2024-01-04,broche,6,5889.89,671,33
2024-01-04,cadena,6,869.99,631,10
2024-01-04,anillo,5,2996.96,635,33
2024-01-04,aros,9,2312.03,640,14
2024-01-04,broche,7,958.47,648,42
2024-01-04,anillo,6,5704.19,639,16
2024-01-04,gemelos,5,871.83,645,19
2024-01-04,alfiler,6,5428.36,615,4
2024-01-04,alfiler,4,3875.21,669,18
2024-01-04,cadena,7,1875.13,633,30
2024-01-04,collar,8,2541.87,654,11
2024-01-04,anillo,6,4839.53,626,7
2024-01-04,dije,7,3111.02,617,7
2024-01-04,anillo,6,729.24,629,41
2024-01-04,alfiler,7,5971.39,640,18
2024-01-04,anillo,5,4609.62,650,15
2024-01-04,aros,6,1819.29,647,33
2024-01-04,aros,6,4741.61,622,32
2024-01-04,collar,5,1501.98,664,35
2024-01-04,cadena,5,4154.3,683,7
2024-01-04,gemelos,4,2239.45,652,33
2024-01-04,reloj,4,3602.19,645,17
2024-01-04,pulsera,5,3758.37,653,41
2024-01-04,cadena,6,1691.46,615,33
2024-01-05,pulsera,5,3850.62,646,18
2024-01-05,reloj,7,5692.92,660,16
2024-01-05,alfiler,4,2026.98,625,4
2024-01-05,aros,5,3939.64,644,34
2024-01-05,cadena,8,4649.73,602,34
2024-01-05,broche,4,911.34,635,9
2024-01-05,aros,5,2172.82,655,36
2024-01-05,cadena,7,4529.26,640,4
2024-01-05,alfiler,5,3938.0,624,21
2024-01-05,collar,6,5427.27,643,6
2024-01-05,anillo,8,1355.03,609,23
2024-01-06,aros,5,2844.12,661,8
2024-01-06,alfiler,7,2967.47,661,16
2024-01-06,pulsera,7,6364.18,685,15
2024-01-06,cadena,5,4948.07,636,17
2024-01-06,alfiler,5,1751.65,655,2
2024-01-06,broche,4,3588.22,641,15
2024-01-06,cadena,6,2601.45,630,24
2024-01-06,anillo,7,3547.53,650,16
2024-01-06,pulsera,6,4703.1,608,37
2024-01-06,pulsera,7,5070.99,613,1
2024-01-06,gemelos,7,4847.25,655,12
2024-01-07,broche,7,3618.45,614,42
2024-01-07,broche,7,822.71,673,38
2024-01-07,gemelos,4,3355.03,634,33
2024-01-07,anillo,6,1689.62,629,14
2024-01-07,anillo,5,795.69,675,8
2024-01-07,gemelos,7,2302.97,613,23
2024-01-07,aros,5,937.21,624,17
2024-01-07,cadena,5,4176.86,636,30
2024-01-07,dije,7,5468.43,651,9
2024-01-07,reloj,6,4781.1,642,26
2024-01-07,cadena,6,3861.62,630,30
2024-01-07,aros,3,2329.04,655,10
2024-01-07,alfiler,7,6636.98,648,11
2024-01-07,cadena,6,3980.9,622,41
2024-01-07,broche,6,1037.16,660,28
2024-01-07,alfiler,6,4486.61,615,33
2024-01-07,alfiler,7,1117.38,635,8
2024-01-07,anillo,6,714.22,617,27
2024-01-07,collar,5,4234.16,650,13
2024-01-07,collar,6,4941.97,635,19
2024-01-07,alfiler,8,819.02,636,11
2024-01-07,collar,4,2168.81,645,41
2024-01-07,gemelos,6,4564.53,642,16
2024-01-07,cadena,6,5483.96,652,3
2024-01-07,reloj,6,866.33,652,38
2024-01-07,aros,7,2788.92,640,32
2024-01-07,collar,6,5215.69,674,8
2024-01-07,pulsera,7,3399.37,640,12
2024-01-07,aros,7,1926.14,651,18
2024-01-08,anillo,5,3424.29,655,19
2024-01-08,alfiler,6,3978.25,641,40
2024-01-08,pulsera,5,2019.0,626,11
2024-01-08,pulsera,6,2369.29,588,25
2024-01-08,broche,5,4000.35,608,24
2024-01-08,alfiler,6,4049.31,608,17
2024-01-08,alfiler,4,843.43,652,20
2024-01-08,cadena,6,1509.26,607,10
2024-01-08,dije,6,2852.33,622,41
2024-01-08,gemelos,5,1073.84,613,38
2024-01-09,aros,5,3514.21,645,37
2024-01-09,cadena,5,1619.31,635,11
2024-01-09,anillo,7,1525.65,615,22
2024-01-09,pulsera,6,4833.39,657,31
2024-01-09,alfiler,7,718.44,588,13
2024-01-09,pulsera,6,3573.5,654,20
2024-01-09,dije,6,3118.1,655,18
2024-01-09,collar,6,2240.69,637,40
2024-01-09,reloj,7,2920.65,639,16
2024-01-09,dije,5,1585.18,613,34
2024-01-09,cadena,4,2376.71,647,14
2024-01-09,broche,5,4247.07,627,40
2024-01-09,cadena,8,4988.29,639,37
2024-01-09,alfiler,6,730.14,646,18
2024-01-09,gemelos,4,626.09,635,21
2024-01-09,pulsera,6,4360.75,632,7
2024-01-09,broche,5,1080.81,636,19
2024-01-09,anillo,6,1054.53,650,28
2024-01-09,dije,6,2488.02,637,15
2024-01-09,alfiler,5,2375.49,639,35
2024-01-09,gemelos,5,4784.03,648,35
